No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
,2017,3,10,23,197,-5,5,1007,SW,40.01340264,5,9
,2015,3,14,14,86,0,18,1024,NE,46.20605086,0,1
,2010,5,19,2,141,-23,21,1006,NW,13.60451758,5,1
,2011,3,19,16,198,12,8,1008,NW,28.69282479,5,7
,2021,5,25,14,45,28,24,1020,SW,27.74423981,0,2
,2022,3,1,19,287,15,32,1028,SW,28.47594756,6,0
,2017,2,27,8,14,-23,21,1025,NE,35.87834704,9,7
,2015,8,22,22,43,4,9,1004,SW,19.69900157,4,1
,2010,3,22,12,168,8,29,1018,NW,33.86051801,7,5
,2018,6,26,0,43,-3,9,1029,NE,39.42185221,4,7
,2017,11,31,11,97,20,-3,1005,NE,14.4536618,9,9
,2011,2,24,16,260,-27,24,1022,NE,47.28715995,4,8
,2019,1,30,13,108,26,31,1014,SE,25.90240074,1,0
,2021,8,8,0,282,-15,2,1005,SE,36.63813519,3,8
,2014,12,17,21,103,-18,30,1019,NW,36.44624501,3,7
,2012,3,23,9,255,-11,-5,1023,SE,28.26216595,9,5
,2010,2,10,13,205,20,36,991,SW,16.13418473,9,4
,2016,2,1,14,42,-26,5,1029,NE,33.3469731,7,5
,2018,5,8,10,244,24,-6,1027,NW,4.364243666,2,1
,2021,6,5,18,286,6,34,1007,SW,49.07176939,0,2
,2020,11,2,10,272,-11,23,994,NE,9.199863064,6,8
,2016,2,19,18,82,-7,-5,1029,SW,13.7713093,8,2
,2012,6,27,22,109,5,22,995,SE,47.72195683,5,9
,2015,1,30,10,189,3,4,1001,SW,9.327068871,1,6
,2012,9,31,21,287,27,4,1001,SE,8.504634917,1,3
,2013,4,25,18,250,14,3,1001,SW,40.22679899,0,8
,2010,5,2,6,211,17,28,998,NW,12.56440857,5,3
,2011,3,20,6,290,23,-6,1011,SE,4.736329401,7,9
,2010,6,23,5,132,3,15,1005,SE,11.33215139,0,9
,2019,1,24,8,200,-12,37,993,NE,44.41867929,0,5
,2011,7,11,21,284,-14,6,992,SE,14.01595927,0,1
,2013,8,3,17,94,-26,32,1005,NE,34.75302582,9,6
,2015,3,26,5,277,-6,36,1003,SE,19.75696147,4,2
,2020,2,26,13,218,-13,5,1027,SE,13.10593836,6,0
,2021,12,9,20,88,29,24,993,SE,7.202370358,3,6
,2017,4,8,21,71,24,27,991,SE,48.60958643,0,4
,2019,8,6,8,246,22,12,999,NE,26.05577721,0,6
,2018,11,14,21,128,19,2,1000,NW,5.73774966,9,0
,2019,8,28,20,211,-23,22,1028,SW,9.940698804,2,4
,2016,12,8,20,95,-4,18,1015,SE,20.36485389,4,1
,2013,11,15,2,74,-16,35,1026,SE,27.20852633,4,0
,2016,8,27,20,53,14,23,1015,NW,9.089839912,8,5
,2010,2,26,20,53,-18,23,993,NE,13.88641789,8,4
,2020,4,24,2,217,-15,16,1015,SW,39.18531626,8,3
,2021,10,3,22,15,-9,4,1027,NW,20.87407999,7,0
,2022,1,23,7,98,-11,39,1017,NW,0.070118391,8,4
,2019,11,8,11,19,-18,-2,991,NW,2.69701442,7,6
,2020,7,28,22,45,-11,15,991,NW,21.96642231,7,0
,2020,10,22,17,192,-29,-8,1005,SE,3.005886879,7,3
,2015,6,16,22,57,4,25,1012,SW,8.695220591,7,5
,2010,11,6,0,110,16,36,1012,SE,36.39382213,4,7
,2017,7,7,18,128,24,-6,1002,NW,24.01919124,9,6
,2013,10,29,11,193,-12,9,1010,SW,24.12309666,2,6
,2017,12,13,19,7,14,9,1028,NW,29.91090459,3,7
,2017,5,20,21,28,6,-6,1014,NE,39.42593341,8,6
,2011,6,26,15,111,27,-1,1026,NW,7.929297554,6,3
,2015,12,29,8,160,23,5,1002,NW,8.652379681,8,5
,2022,6,31,5,130,-25,14,1004,NE,6.070192511,6,1
,2019,6,31,5,187,-17,33,1017,SE,46.84146386,7,7
,2013,9,26,6,162,-27,14,992,SW,28.86451118,2,2
,2012,4,9,13,196,-9,19,1012,NW,4.632021148,7,3
,2022,2,19,15,203,20,3,993,NW,11.03227805,3,1
,2018,9,7,21,211,24,11,992,NE,36.2795025,5,8
,2021,10,16,2,108,8,32,1028,SW,1.449583941,0,1
,2019,7,25,0,275,5,17,997,NE,36.2827779,1,5
,2021,5,24,19,72,3,19,1014,NW,45.57322091,6,2
,2018,6,7,16,166,-4,8,1001,SE,2.819088289,5,5
,2011,11,15,0,259,-24,27,994,SE,9.321022288,9,3
,2014,7,29,4,242,-28,31,1022,SW,0.118930081,4,7
,2019,5,5,23,274,16,9,1014,NW,5.45152573,6,2
,2019,5,2,16,101,2,24,1014,NE,30.84957603,1,7
,2016,6,29,4,172,-29,11,1024,NW,2.240889817,9,2
,2018,8,2,10,170,11,4,1004,NE,21.29175377,3,4
,2017,2,20,23,140,-15,0,1015,NE,25.17008833,4,1
,2019,11,5,2,187,-6,23,999,SW,45.33145491,7,5
,2013,10,12,21,85,29,13,1013,NE,23.71451778,5,6
,2012,9,4,22,51,-16,-5,1024,SW,7.127275957,5,7
,2010,10,30,9,110,-7,6,1018,SE,14.46461073,4,3
,2010,5,27,23,42,-16,17,1027,SW,33.60976828,9,8
,2018,4,30,13,210,0,39,994,SW,5.605790511,4,1
,2013,8,18,18,199,-17,20,1013,SW,11.58713838,0,7
,2017,4,20,10,297,23,25,1008,SE,49.78885605,3,5
,2013,2,11,0,239,-17,-2,998,SW,0.276728546,8,3
,2021,5,29,11,114,-25,-1,1015,NE,7.60916566,1,1
,2015,5,21,23,25,-17,10,1014,NE,42.18429206,5,3
,2013,4,20,19,298,-14,23,1024,SW,5.069101161,1,2
,2011,3,6,1,76,-13,20,1025,NE,1.682050279,8,3
,2010,11,13,0,136,-11,18,1003,SW,6.065615193,4,3
,2017,5,26,14,19,20,32,995,SE,34.67985943,8,6
,2015,9,23,12,210,-14,32,1021,NE,49.65552659,9,0
,2010,9,5,21,239,-15,0,1015,SW,29.53177829,4,8
,2014,9,25,12,38,9,22,1004,NW,6.215813453,8,4
,2012,6,29,12,267,8,35,1020,SE,9.188938548,1,2
,2011,8,4,16,206,21,-10,1026,NW,26.88410043,6,6
,2012,1,27,5,266,1,10,1027,SW,35.78290936,7,6
,2011,1,10,11,153,29,12,1026,NE,33.14560914,2,7
,2019,7,2,14,41,13,-2,1008,SW,28.73632492,0,9
,2011,12,27,23,10,-22,-10,1003,NE,49.31348879,1,3
,2010,5,26,2,293,-4,10,1025,SW,9.901697509,9,8
,2012,2,8,21,97,15,11,1026,SW,8.645199553,4,1
,2012,4,30,5,274,21,-7,1000,NE,42.95306052,8,5
,2013,4,20,20,229,2,-10,1016,NE,14.54108647,4,2
,2012,6,20,2,219,-21,-1,991,SW,16.62631886,0,7
,2017,8,3,11,64,-14,4,1011,NW,27.433407,0,7
,2021,3,28,10,231,18,25,991,SE,19.06373996,1,5
,2022,12,9,5,51,18,18,1009,NW,14.38202159,0,3
,2013,12,20,10,262,5,35,1006,NW,45.85876306,7,7
,2019,7,2,16,266,-14,-6,993,NW,6.463710648,1,5
,2010,2,27,3,153,-13,18,1003,NW,20.21448917,7,8
,2011,9,30,10,139,21,36,996,NE,0.148352936,4,6
,2016,12,17,12,50,-8,36,1004,NW,40.372683,0,8
,2022,7,28,23,116,3,16,1019,SE,8.420942305,3,7
,2015,1,1,15,45,-23,14,1005,NE,38.64949984,1,3
,2018,4,24,5,87,-18,5,1029,NW,7.430155724,5,5
,2022,2,29,19,207,-8,5,991,NE,20.83694238,4,6
,2015,10,29,5,268,26,25,1008,NW,36.40924693,8,3
,2011,5,17,16,88,23,14,990,NW,13.54044016,2,3
,2017,9,5,2,117,-11,30,1020,SE,15.69585628,4,9
,2018,3,13,6,53,-9,-10,993,NE,33.36612474,9,2
,2014,5,29,0,115,16,-6,1016,NE,9.385049182,6,9
,2015,11,8,11,117,21,30,1014,SW,47.58921913,8,5
,2013,10,30,17,259,-8,9,1011,NW,9.43938421,2,1
,2020,2,7,12,74,10,-6,999,NW,37.49977302,3,3
,2011,4,23,2,6,4,25,1022,SE,40.12994346,0,7
,2021,2,14,19,121,-28,18,1019,SE,18.71852198,1,2
,2014,8,8,5,10,3,37,1019,NE,7.811957034,2,7
,2014,7,11,13,214,2,23,1005,SE,8.295175794,9,6
,2010,7,3,13,278,15,37,998,NE,49.2725182,6,6
,2021,7,5,8,27,-14,7,1006,NW,36.27049683,6,8
,2014,9,18,12,234,14,-9,1024,NW,22.50237183,0,3
,2010,2,5,0,25,-12,5,1004,NE,12.86748946,8,7
,2012,6,13,3,53,-1,18,1017,SE,0.945506137,2,1
,2020,12,5,12,28,-8,22,1009,SE,33.52319284,2,2
,2018,4,2,19,163,-16,5,1022,NE,47.84581733,1,3
,2013,12,26,5,269,28,24,1022,NW,5.342160387,2,8
,2018,10,30,0,34,26,36,1025,NE,37.72456236,5,0
,2015,11,13,13,285,-17,32,1002,SE,7.661844363,9,6
,2010,6,28,0,272,-29,31,993,NE,39.60525913,3,1
,2021,9,6,9,207,8,6,1012,NW,18.52864225,1,4
,2012,11,17,16,237,18,-7,997,SW,35.60307888,7,0
,2022,1,8,18,92,-13,38,1002,NE,46.31412022,0,5
,2012,2,27,16,172,-25,-7,1013,SW,31.00695975,9,2
,2013,6,17,19,78,28,14,1029,NE,46.03495121,7,5
,2019,12,19,6,109,1,22,1019,SE,11.7512188,1,7
,2013,12,15,8,216,-10,3,1019,SE,48.90669047,8,7
,2017,7,30,11,105,9,13,1014,SW,43.6424036,3,3
,2012,3,1,19,46,-3,0,1022,NE,5.378666707,3,6
,2020,1,30,21,180,-4,14,998,SE,20.67698722,6,5
,2013,7,18,12,63,-29,17,1015,SW,46.3514762,2,1
,2021,12,7,1,245,2,-4,1013,SW,3.905768241,9,5
,2021,2,7,22,243,-15,38,1022,NE,22.68813812,2,1
,2012,12,29,11,86,8,25,1028,SE,36.1796881,3,3
,2016,6,16,23,216,-9,-1,1014,SW,1.672365497,9,4
,2015,4,11,18,6,25,38,1004,NW,37.6415452,2,8
,2010,10,5,16,277,12,25,995,NW,18.06012889,9,2
,2019,4,21,1,209,16,20,1009,SE,12.46859083,7,4
,2010,9,14,1,168,-18,8,1005,SE,28.79861255,8,1
,2015,7,23,5,137,25,7,1010,NW,27.21656083,4,2
,2012,1,26,6,229,-29,38,1004,SW,43.69696431,2,4
,2018,4,27,4,160,-17,-5,1028,NE,33.80014679,6,6
,2021,10,31,11,0,25,17,993,SW,21.0932171,2,5
,2022,6,28,10,235,7,-4,1013,SE,32.5069206,5,1
,2021,2,10,9,187,10,27,992,SE,37.50740176,3,8
,2011,4,5,16,3,-3,1,990,NE,46.86642901,6,7
,2021,2,30,20,131,-24,30,1019,SW,35.21307951,5,8
,2022,1,24,7,217,-13,39,1002,NE,27.19361778,6,8
,2012,1,19,9,259,25,23,1007,SW,18.64900415,3,4
,2018,9,18,11,0,10,14,1029,SW,44.57418161,5,6
,2021,11,26,1,70,24,6,1000,NW,39.62598173,9,6
,2015,9,4,7,177,5,22,1018,SW,3.859063361,6,9
,2010,4,31,5,188,10,12,993,SE,34.97706025,9,8
,2011,8,23,0,290,5,-2,1014,SE,26.93747897,7,8
,2016,12,9,12,7,13,-5,1025,SE,5.182196333,9,5
,2015,10,19,13,252,-27,-9,1025,NW,28.2480442,8,2
,2010,11,11,9,291,26,27,1029,NE,9.625296657,2,7
,2019,7,3,8,243,-1,-2,1017,SE,35.40724423,4,0
,2011,5,11,10,122,-7,-8,997,SE,13.92306531,9,9
,2015,10,7,15,298,-11,5,1010,NE,7.517196683,2,3
,2021,2,17,7,282,15,14,1024,NW,4.098645948,4,9
,2015,9,23,14,31,25,13,1007,SW,24.53997314,1,1
,2015,7,18,20,145,0,36,1014,NE,9.981738705,2,4
,2022,4,26,13,155,-7,18,994,SW,42.75639183,6,6
,2018,10,15,3,15,-24,33,997,SW,0.150055247,7,0
,2011,2,30,11,46,-5,29,1012,SW,42.18193948,4,3
,2019,2,17,16,250,-18,15,992,NE,26.05462029,2,2
,2019,3,26,17,186,23,27,1026,NE,46.10727722,3,3
,2020,6,25,20,30,-23,24,1020,SW,10.23056287,2,5
,2018,1,17,4,259,24,12,1018,NW,5.113689938,2,9
,2018,5,24,7,16,-26,-7,1009,NW,31.24791046,8,5
,2019,10,10,20,38,13,31,992,NW,35.33637099,3,0
,2018,3,30,4,38,-18,3,1012,SE,18.62925298,5,2
,2018,7,15,2,131,-2,36,1029,SW,0.68400868,2,0
,2012,7,23,22,29,-11,28,1010,SE,20.34812292,7,0
,2019,10,16,21,157,-17,-4,1002,NW,11.68934622,3,0
,2018,12,15,15,277,1,-3,997,NE,17.37348207,7,2
,2022,5,26,20,202,29,31,994,NW,25.33772293,1,1
,2019,9,9,1,65,19,8,1014,SE,35.11709146,8,3
,2018,11,28,3,107,-4,-9,1028,SE,48.16126432,1,6
,2012,10,21,2,267,25,36,1026,NW,7.199992219,2,1
,2022,8,19,11,221,-6,-10,994,SW,33.99497133,2,1
,2013,9,1,22,291,21,31,997,NE,11.66057259,4,6
,2013,11,2,8,17,-27,27,993,NE,11.03523519,2,8
,2022,6,6,18,89,-10,2,1011,NW,31.67770399,7,2
,2013,8,24,22,180,-13,31,1003,SW,38.79997607,9,9
,2016,10,9,12,254,8,33,1008,SW,48.88935212,6,7
,2014,2,24,13,252,-16,13,1002,NW,38.44154051,0,5
,2016,5,18,8,256,22,21,1024,NE,7.865748411,5,5
,2015,8,1,4,86,7,19,993,NE,11.27013282,1,2
,2016,2,31,7,89,17,-5,1022,NE,38.06948475,7,9
,2017,2,10,23,236,21,27,1011,SW,26.34939519,9,8
,2015,3,4,22,69,-7,22,990,NW,14.77040067,7,8
,2018,2,14,0,43,-23,33,1000,SW,23.58916232,6,3
,2013,4,31,20,199,-3,12,1005,NE,45.74440108,7,9
,2021,4,21,15,151,-10,-1,993,SW,37.77996838,0,5
,2014,1,26,12,85,-15,35,1018,NE,22.53488716,7,4
,2018,6,6,9,18,29,4,1028,NW,49.02769623,0,3
,2018,12,20,8,100,23,12,1027,NE,39.74373133,2,1
,2011,7,5,15,94,-15,25,1013,SE,0.293545553,3,3
,2011,7,15,8,253,4,-10,998,SE,5.618362668,2,6
,2018,12,24,11,29,-14,-3,997,NW,27.69843944,1,2
,2015,5,10,21,248,-22,-8,1003,SW,17.49770869,2,2
,2017,4,3,23,32,26,3,1004,SW,40.62793819,8,2
,2017,2,17,3,228,4,6,1011,SW,44.78435038,1,8
,2017,5,9,8,11,21,23,1026,NE,12.03254133,4,0
,2014,4,31,17,117,-2,36,1004,SE,38.16429094,2,4
,2020,8,9,15,154,8,-5,995,NW,26.76986777,8,8
,2020,10,15,1,245,-13,-6,990,SW,19.59835203,6,6
,2019,1,18,13,246,-19,35,1009,SW,39.33900259,9,0
,2013,7,3,22,28,-12,30,1025,NW,28.24618925,2,3
,2012,5,8,3,160,17,29,991,NE,31.7642025,1,5
,2013,10,3,10,234,-9,18,995,SW,3.112702803,1,4
,2017,5,19,3,189,28,24,991,NE,29.29398394,4,1
,2013,1,22,1,116,25,7,992,NE,15.03556358,8,0
,2017,9,13,14,270,18,29,996,NE,24.66471127,1,3
,2017,7,22,17,257,21,37,1009,SW,11.10055254,1,9
,2010,2,16,8,179,-16,19,994,SW,30.72378269,7,4
,2020,11,7,11,171,-30,4,1014,NW,7.373441877,2,3
,2020,5,26,20,273,-29,4,1027,NW,6.145195846,2,2
,2021,8,20,4,258,-23,5,1007,NE,9.420569835,5,9
,2021,11,5,6,134,-9,22,990,SW,40.8732271,5,7
,2018,7,26,11,170,-6,-1,1014,NE,1.676696949,5,5
,2022,2,19,4,209,-29,8,1006,NW,36.47886158,4,2
,2012,7,30,21,235,20,26,1004,NE,2.825379343,3,5
,2015,6,2,18,185,-22,39,994,SE,29.59286193,8,9
,2012,12,3,2,94,-22,-8,1006,NE,38.6779236,3,7
,2018,8,28,14,10,-18,25,1010,SW,11.55364646,0,6
,2010,9,3,18,67,-25,-7,1012,NE,9.797347379,7,0
,2016,7,29,16,209,-1,0,999,NE,14.45890635,7,5
,2014,8,2,2,195,-16,30,1006,SW,34.98066375,2,0
,2021,12,16,19,97,20,22,990,SE,12.74132933,8,3
,2012,10,17,14,92,22,17,1026,SW,25.08849976,6,9
,2021,7,27,5,21,-16,21,996,NW,6.72330501,6,2
,2020,7,16,10,171,19,5,1001,SE,23.0597802,4,6
,2016,1,16,13,133,-24,-2,1029,SE,31.23642372,2,1
,2010,5,19,3,24,27,0,990,SW,3.590946333,9,3
,2015,10,17,2,184,-20,-5,1009,NE,40.77116465,4,4
,2016,5,24,7,84,9,38,1020,NW,46.87179594,2,1
,2018,4,5,20,54,7,16,993,NW,9.677387954,2,8
,2018,1,12,2,250,9,1,1015,SE,37.97163728,0,1
,2016,7,22,3,143,-29,11,1001,NW,15.67333312,3,5
,2014,8,12,3,166,20,29,1011,SE,33.83623104,8,7
,2016,5,29,13,223,17,37,990,SE,15.33387026,5,6
,2020,4,26,11,219,8,26,990,NW,43.11715664,5,5
,2010,12,7,2,178,-21,10,992,SE,17.35540427,5,7
,2016,9,7,19,118,13,22,1001,NE,42.4415349,4,4
,2022,3,4,7,264,-14,6,1010,SE,38.3071286,1,9
,2021,3,6,22,149,-24,18,1002,NE,9.816195625,4,8
,2022,4,16,18,214,23,29,1002,NE,7.847654048,9,1
,2022,7,8,13,196,9,-1,1007,NE,38.98279424,2,5
,2019,2,6,0,41,8,7,1022,NW,19.51516271,9,9
,2013,8,23,19,52,-27,36,995,NE,47.46965846,1,6
,2011,2,30,13,250,4,2,1014,NW,47.14741323,3,8
,2015,4,29,18,294,20,16,1012,SW,34.67403153,9,4
,2016,2,30,6,270,16,-1,1013,NE,25.02901698,8,5
,2020,9,19,12,122,5,21,1026,SE,9.748365392,6,8
,2022,4,30,22,265,0,30,1015,SW,44.11963682,9,9
,2022,5,25,8,28,-6,34,993,SW,4.099897717,8,5
,2016,9,10,22,34,10,-8,1027,NE,18.51756384,2,0
,2017,2,16,15,5,-18,11,1024,NW,15.96097552,1,3
,2014,4,2,15,110,-13,16,1000,SW,47.92144146,8,3
,2022,6,14,7,293,-10,-8,1025,NE,5.905796325,5,2
,2019,1,11,7,76,17,22,1014,SW,44.50749983,9,7
,2020,1,24,23,146,-30,-9,1009,SW,22.8217316,3,5
,2019,7,24,17,66,5,0,990,NE,2.374945431,3,6
,2022,6,28,1,7,19,35,1019,SE,36.44331762,9,8
,2020,4,2,1,121,-23,-1,993,SE,5.043963114,9,7
,2017,5,25,22,174,21,28,1012,SE,11.85020391,5,2
,2013,5,3,23,178,17,22,1024,SW,39.98644175,6,3
,2019,9,26,9,84,-10,-4,1011,NW,7.736600449,9,0
,2010,5,31,16,44,12,4,1020,NW,16.27350216,4,3
,2021,2,22,7,135,21,15,990,SW,18.04991449,7,8
,2017,7,11,7,15,22,0,993,SW,29.44012844,9,4
,2013,10,4,4,194,22,27,1008,NE,39.49666484,0,2
,2014,9,14,2,8,-10,16,1019,NW,11.54056305,0,1
,2022,7,5,0,14,-4,28,990,SW,10.28914597,3,5
,2013,8,3,19,101,-12,-4,1008,SE,11.09512968,7,3
,2016,10,28,6,225,-8,-10,1010,NW,19.08059371,7,5
,2019,3,26,6,277,20,-1,1011,SW,26.75515813,5,2
,2012,11,8,12,112,19,10,991,NE,0.672247723,4,2
,2011,9,10,20,0,20,4,995,NE,39.01487927,9,0
,2019,7,12,5,265,12,19,1010,NW,46.33580923,9,8
,2021,10,26,12,207,4,19,1022,SE,42.17597789,1,6
,2011,4,8,22,109,9,-3,1008,NW,1.859225587,4,8
,2016,12,23,1,199,21,13,1016,SW,26.22523449,4,0
,2020,10,7,1,11,20,8,1026,SE,40.70135557,1,7
,2021,7,2,1,187,11,-8,1018,SW,17.20572343,7,1
,2019,3,26,14,153,17,4,1017,SE,44.8518689,9,2
,2022,11,12,14,278,-26,25,1023,SE,44.34398392,4,0
,2015,10,22,17,170,21,-5,990,SW,7.085226039,4,6
,2011,7,20,4,133,10,31,1014,NW,24.68153851,0,4
,2017,3,11,13,24,-23,39,1010,NE,1.283374137,0,2
,2015,2,9,4,17,-20,37,1023,SE,14.09298039,0,3
,2017,1,5,7,189,-15,7,1015,SE,40.5936419,7,9
,2015,11,6,20,140,8,27,1025,NE,48.75703028,9,5
,2013,6,7,10,42,16,8,1024,NW,45.66616282,1,5
,2017,3,14,7,283,-7,38,1012,NE,2.12901849,7,1
,2013,10,18,5,145,-10,39,1006,NW,46.33652626,5,6
,2015,12,15,3,91,21,19,1001,SE,41.13240884,4,1
,2014,11,1,19,178,-8,2,1009,SE,43.38512584,5,8
,2013,2,16,2,55,18,28,1028,SW,45.74133876,3,1
,2016,11,15,11,154,7,1,1016,NW,24.40899588,2,4
,2017,3,22,10,159,16,23,1026,NE,10.56091469,3,7
,2015,8,9,4,110,-23,1,1009,NW,1.051204344,8,7
,2010,3,7,7,136,-24,33,1000,NW,1.177413536,7,3
,2016,4,12,10,231,-29,13,1017,NW,32.12557114,7,6
,2013,2,28,10,219,-1,-7,991,NW,16.86400447,0,7
,2011,8,9,19,67,-18,25,1013,NE,24.79483262,4,7
,2012,6,12,2,248,-8,39,1005,SW,6.566758854,5,4
,2019,9,11,10,5,-2,37,1001,SE,48.77566831,8,9
,2013,8,3,5,279,7,3,1005,NE,6.497149979,9,1
,2016,4,13,5,93,6,6,1025,NE,22.24031718,9,1
,2018,8,5,21,268,-11,38,991,SE,22.16767666,5,4
,2019,1,22,17,196,2,-8,1014,SW,0.431927816,0,3
,2020,11,22,21,24,-2,27,1018,NE,33.3898987,0,3
,2015,9,21,4,147,19,12,1017,SE,26.91052863,6,2
,2019,5,30,4,117,-16,2,999,SW,24.87480944,2,8
,2014,4,18,18,65,-8,-2,1012,SW,40.90424192,6,7
,2018,5,11,4,174,11,10,1021,NW,12.05685934,4,3
,2021,1,26,0,75,-28,30,1020,NE,43.05484049,0,6
,2017,2,3,0,113,6,-3,1008,SW,43.23893315,7,7
,2017,2,22,22,110,25,6,1004,NE,41.3431158,8,5
,2017,11,9,6,248,-2,5,1022,SE,17.06988875,5,1
,2017,9,31,8,202,14,5,1006,NE,8.127871992,1,7
,2017,6,26,15,146,-23,17,1025,SW,23.75885547,8,2
,2019,3,8,8,34,-9,5,1009,SE,12.99205292,1,3
,2019,4,24,11,25,22,35,998,SE,2.609077263,5,3
,2016,1,8,10,237,-2,35,1027,NW,13.9735006,9,6
,2011,7,13,22,13,-29,3,992,SE,23.45641558,3,7
,2011,7,11,11,44,10,35,991,SW,5.636777174,5,8
,2020,8,6,9,215,18,33,1007,NW,47.21668669,3,0
,2014,1,13,8,232,28,27,1012,SW,32.80505906,2,0
,2015,9,28,12,192,19,9,1008,SW,6.817036559,7,6
,2022,2,11,11,50,14,34,996,NW,40.60321004,4,3
,2018,1,14,8,213,-30,37,1024,NW,46.40441479,0,9
,2010,1,14,18,150,13,30,1009,NE,13.13920356,7,7
,2020,8,19,3,274,-11,23,1009,SW,7.162637872,2,4
,2016,3,5,0,75,21,18,1008,NE,16.12377515,3,0
,2016,6,15,12,219,-10,-8,1005,SE,41.61243998,8,1
,2017,6,13,1,186,6,-1,1027,SE,8.754694642,2,9
,2022,11,24,7,288,-23,9,1010,NE,38.96732934,4,2
,2010,2,16,11,27,-4,-9,1018,NW,35.81316309,7,1
,2021,2,29,12,179,16,16,1027,SE,32.56833538,5,8
,2022,1,19,12,252,28,21,1013,NW,21.66587497,2,6
,2019,9,17,0,125,4,-1,1026,NE,18.33851415,7,1
,2022,1,28,7,176,-25,29,1018,NW,4.262898771,4,6
,2013,6,30,4,36,29,6,1020,SW,17.86778926,5,9
,2019,12,31,18,98,14,22,1028,SE,30.09209031,2,0
,2014,9,16,21,97,13,-5,1001,NW,44.91046081,7,4
,2011,6,29,19,126,-12,28,1019,NW,41.65622691,3,4
,2011,11,14,16,167,-13,36,993,SW,1.610786512,8,8
,2020,6,17,18,79,25,7,1019,NW,6.943144758,4,3
,2013,4,7,1,293,-30,-2,994,NE,42.42439891,0,3
,2012,5,6,11,125,-6,-3,1005,NE,46.96591825,8,5
,2022,1,5,0,149,-4,14,1016,NE,2.790442229,7,1
,2016,3,24,11,15,-24,20,993,SE,35.06260321,4,9
,2016,11,24,18,27,13,31,997,NW,18.28665572,2,5
,2011,6,27,11,172,11,-7,997,SE,18.21451237,8,6
,2014,2,1,0,45,-2,9,1006,SE,32.13345963,6,3
,2014,1,16,2,235,0,17,992,NW,40.5108044,7,9
,2017,1,23,0,213,13,29,1016,NW,13.74187754,2,8
,2017,1,14,0,84,12,-10,1023,NE,35.2677172,5,4
,2020,10,27,8,281,5,29,1010,SE,31.79381544,3,2
,2022,10,2,0,231,-12,33,1013,SE,25.86603308,2,8
,2013,12,29,11,84,-25,12,1018,NW,30.12128744,3,0
,2019,1,4,20,64,-6,36,1028,SE,0.902669145,1,7
,2010,6,1,4,133,0,2,995,SW,0.203296497,4,0
,2015,10,2,14,150,-22,5,1003,NW,27.52192833,7,9
,2021,4,29,14,114,-11,15,1003,NE,26.20542324,4,7
,2016,4,26,14,63,-21,20,1026,SW,3.566760266,1,4
,2010,4,9,16,157,6,39,1013,SW,24.60131633,6,6
,2017,8,28,8,76,-4,-10,1002,NE,37.87643875,7,7
,2018,7,1,20,145,-18,6,990,SW,27.0601222,3,0
,2017,5,23,13,224,10,5,1001,SW,25.88071454,2,0
,2012,7,20,17,102,-29,26,1013,SW,35.8954227,7,6
,2018,8,23,15,87,19,-1,1026,SE,8.592210348,9,0
,2019,10,31,22,167,-10,27,1009,SW,22.87402661,1,3
,2012,8,16,8,169,2,33,995,SW,7.402393845,6,5
,2021,11,14,14,134,-7,20,1001,NW,26.19201485,9,1
,2013,7,23,19,49,22,-1,1010,NE,29.59707162,7,9
,2021,7,31,20,133,13,38,992,SE,6.083665081,4,4
,2015,9,27,14,136,11,23,1016,SE,3.775759903,6,9
,2016,11,13,8,244,3,-5,1025,NE,8.336680556,8,9
,2022,5,26,1,108,29,17,1006,SE,29.31688117,7,9
,2017,8,31,20,286,-22,17,1004,SE,9.48095806,4,5
,2016,2,19,10,20,-29,2,1028,SE,13.7621655,3,4
,2012,12,15,21,89,24,30,993,NW,35.12729731,2,9
,2020,8,29,2,295,25,1,1006,NW,12.41724135,5,7
,2020,1,18,9,111,-1,39,1027,SE,19.87634947,3,3
,2011,9,3,8,76,-9,29,1000,NE,46.44226799,3,7
,2020,1,15,15,176,15,39,1001,NE,41.24983057,6,2
,2011,8,15,9,147,-20,-9,1021,NW,12.77361251,9,6
,2021,3,5,7,100,24,-3,1016,NW,29.87879007,4,4
,2022,4,13,3,245,12,31,1016,SW,33.29022113,0,4
,2018,11,24,20,116,-14,-2,1029,NW,45.01207549,4,5
,2016,10,27,7,91,5,39,1018,SE,27.37336584,5,4
,2016,7,25,14,27,-18,-3,998,NW,28.06434388,0,0
,2014,10,20,9,24,-24,-8,992,SW,44.42236067,2,8
,2022,3,16,11,57,-15,-2,1028,SW,2.719087759,5,3
,2015,9,22,14,296,2,2,1018,NE,31.40706613,6,4
,2016,3,20,0,133,14,-2,1010,NE,20.83246032,6,0
,2022,8,15,7,248,-30,20,1024,SE,45.48816925,6,2
,2018,8,30,21,37,-20,14,999,NW,48.02701358,8,2
,2019,3,30,22,74,-25,33,1012,SW,8.512363211,1,7
,2013,3,14,19,141,-11,34,1028,SW,14.07342353,2,7
,2015,10,9,14,167,4,-3,1014,NE,13.67289514,6,8
,2010,5,21,14,258,13,36,1013,NE,5.031381363,5,9
,2016,8,18,10,224,6,20,1009,NW,24.14719527,0,6
,2013,6,17,21,151,10,34,1004,SW,25.65407054,9,5
,2011,5,5,15,18,-5,34,1010,NE,28.64891298,6,7
